49483, 168.00, 164.06

49581, 168.00, 164.17

49677, 168.00, 163.95

49770, 168.00, 164.56

49862, 168.00, 162.17

49960, 168.00, 162.44

50058, 168.00, 163.17

50152, 168.00, 164.32

50244, 168.00, 164.81

50341, 168.00, 162.45

50440, 168.00, 164.61

50535, 168.00, 164.50

50627, 168.00, 164.60

50722, 168.00, 163.13

50820, 168.00, 163.17

50915, 168.00, 164.01

51007, 168.00, 163.84

51103, 168.00, 162.54

51201, 168.00, 165.14

51297, 168.00, 166.44

51391, 168.00, 166.64

51485, 168.00, 166.79

51580, 168.00, 164.11

51677, 168.00, 166.36

51769, 168.00, 166.51

51865, 168.00, 166.04

51962, 168.00, 163.43

52060, 168.00, 167.15

52155, 168.00, 167.79

52248, 168.00, 166.44

52342, 168.00, 165.81

52440, 168.00, 167.80

52532, 168.00, 167.39

52625, 168.00, 166.96

52722, 168.00, 163.35

52819, 168.00, 165.51

52913, 168.00, 165.23

53006, 168.00, 164.48

53102, 168.00, 161.31

53199, 168.00, 163.60

53295, 168.00, 163.75

53388, 168.00, 162.43

53482, 168.00, 161.47

53580, 168.00, 162.71

53677, 168.00, 164.25

53770, 168.00, 165.38

53865, 168.00, 163.21

53961, 168.00, 162.75

54057, 168.00, 165.75

54150, 168.00, 165.74

54245, 168.00, 165.21

54343, 168.00, 163.86

54440, 168.00, 164.56

54536, 168.00, 165.18

54631, 168.00, 166.14

54725, 168.00, 166.55

54822, 168.00, 164.24

54919, 168.00, 167.84

55013, 168.00, 167.47

55107, 168.00, 167.47

55202, 168.00, 165.12

55300, 168.00, 168.17

55391, 168.00, 169.59

55486, 168.00, 168.64

55582, 168.00, 165.78

55678, 168.00, 168.10

55773, 168.00, 167.14

55868, 168.00, 163.79

55964, 168.00, 162.29

56062, 168.00, 161.30

56160, 168.00, 163.94

56255, 168.00, 166.19

56349, 168.00, 165.14

56445, 168.00, 165.77

56542, 168.00, 165.65

56639, 168.00, 168.84

56735, 168.00, 169.68

56828, 168.00, 167.32

56925, 168.00, 165.28

57022, 168.00, 169.30

57118, 168.00, 170.32

57212, 168.00, 171.03

57307, 168.00, 170.02

57403, 168.00, 171.84

57500, 168.00, 173.11

57595, 168.00, 173.76

57689, 168.00, 172.68

57785, 168.00, 171.60

57881, 168.00, 174.60

57976, 168.00, 174.68

58070, 168.00, 175.18

58165, 168.00, 172.52

58262, 168.00, 173.90

58358, 168.00, 173.87

58454, 168.00, 173.31

58546, 168.00, 173.70

58644, 168.00, 169.19

58741, 168.00, 173.31

58839, 168.00, 173.34

58934, 168.00, 175.07

59030, 168.00, 168.31

59125, 168.00, 171.64

59223, 168.00, 170.33

59320, 168.00, 172.28

59417, 168.00, 159.00

59511, 168.00, 160.28

59608, 168.00, 171.70

59704, 168.00, 169.25

59800, 168.00, 171.37

59896, 168.00, 171.00

59991, 168.00, 168.57

60085, 168.00, 169.27

60182, 168.00, 167.65

60277, 168.00, 167.84

60372, 168.00, 163.04

60470, 168.00, 161.43

60565, 168.00, 164.76

60661, 168.00, 166.22

60759, 168.00, 165.38

60852, 168.00, 165.87

60947, 168.00, 163.48

61043, 168.00, 162.03

61140, 168.00, 165.17

61237, 168.00, 166.16

61330, 168.00, 164.91

61426, 168.00, 166.35

61522, 168.00, 163.92
